Comment;clean_text;normalized_text;processed_text;tokens;aktor;isu;sentiment;pre_label;manual_label
Majlis ta'lim tempodotco ????;Majlis ta lim tempodotco;majlis ta lim tempodotco;majlis ta lim tempodotco;['majlis', 'ta', 'lim', 'tempodotco'];Tempo;Media;Netral;Netral;Netral
"Datanglah Reporter TEMPO ke Kecamatan Plantungan, sukorejo, Pageruyung, dan Patean, Kabupaten Kendal Jawa Tengah. Karena melalui Surat Edaran Setda Jateng mulai Hari Jumat kemarin 25 April 2025 ada setudaknya 30 KDMP sudah didirikan. 
Kalau mau tahu jadwalnya lebih lengkap bisa ber email ke email saya. Karena saya kemarin jumat juga baru saja menghadiri pendirian KDMP";Datanglah Reporter TEMPO ke Kecamatan Plantungan sukorejo Pageruyung dan Patean Kabupaten Kendal Jawa Tengah Karena melalui Surat Edaran Setda Jateng mulai Hari Jumat kemarin 25 April 2025 ada setudaknya 30 KDMP sudah didirikan Kalau mau tahu jadwalnya lebih lengkap bisa ber email ke email saya Karena saya kemarin jumat juga baru saja menghadiri pendirian KDMP;datanglah reporter tempo ke kecamatan plantungan sukorejo pageruyung dan patean kabupaten kendal jawa tengah karena melalui surat edaran setda jateng mulai hari jumat kemarin 25 april 2025 ada setudaknya 30 koperasi desa merah putih sudah didirikan kalau mau tahu jadwalnya lebih lengkap bisa ber email ke email saya karena saya kemarin jumat juga baru saja menghadiri pendirian koperasi desa merah putih;datanglah reporter tempo ke kecamatan plantungan sukorejo pageruyung dan patean kabupaten kendal jawa tengah karena melalui surat edaran setda jateng mulai hari jumat kemarin 25 april 2025 ada setudaknya 30 koperasi desa merah putih sudah didirikan kalau mau tahu jadwalnya lebih lengkap bisa ber email ke email saya karena saya kemarin jumat juga baru saja menghadiri pendirian koperasi desa merah putih;['datanglah', 'reporter', 'tempo', 'ke', 'kecamatan', 'plantungan', 'sukorejo', 'pageruyung', 'dan', 'patean', 'kabupaten', 'kendal', 'jawa', 'tengah', 'karena', 'melalui', 'surat', 'edaran', 'setda', 'jateng', 'mulai', 'hari', 'jumat', 'kemarin', '25', 'april', '2025', 'ada', 'setudaknya', '30', 'koperasi', 'desa', 'merah', 'putih', 'sudah', 'didirikan', 'kalau', 'mau', 'tahu', 'jadwalnya', 'lebih', 'lengkap', 'bisa', 'ber', 'email', 'ke', 'email', 'saya', 'karena', 'saya', 'kemarin', 'jumat', 'juga', 'baru', 'saja', 'menghadiri', 'pendirian', 'koperasi', 'desa', 'merah', 'putih'];Tempo, KDMP;Media;Out_of_Topic;Out_of_Topic;Diskusi
Kl diangkat jd ASN, bgm kl ternyata sbgn dari mereka kinerjanya jeblok, lebih baik dilakukan dg  sistem kontrak kerja sja dg evaluasi setiap tahun serta dg uji coba minimal 3 thn, artinya kl selama tenggang waktu tsb tfk ada progress kerjanya, sebaiknya diputus saja, namun kl kinerjanya bagus bisa dipertimbangkan utk diangkat sbg pegawai tetap;Kl diangkat jd ASN bgm kl ternyata sbgn dari mereka kinerjanya jeblok lebih baik dilakukan dg sistem kontrak kerja sja dg evaluasi setiap tahun serta dg uji coba minimal 3 thn artinya kl selama tenggang waktu tsb tfk ada progress kerjanya sebaiknya diputus saja namun kl kinerjanya bagus bisa dipertimbangkan utk diangkat sbg pegawai tetap;kalau diangkat jadi asn bgm kalau ternyata sbgn dari mereka kinerjanya jeblok lebih baik dilakukan dengan sistem kontrak kerja sja dengan evaluasi setiap tahun serta dengan uji coba minimal 3 thn artinya kalau selama tenggang waktu tsb tfk ada progress kerjanya sebaiknya diputus saja namun kalau kinerjanya bagus bisa dipertimbangkan untuk diangkat sbg pegawai tetap;kalau diangkat jadi asn bgm kalau ternyata sbgn dari mereka kinerjanya jeblok lebih baik dilakukan dengan sistem kontrak kerja sja dengan evaluasi setiap tahun serta dengan uji coba minimal thn artinya kalau selama tenggang waktu tsb tfk ada progress kerjanya sebaiknya diputus saja namun kalau kinerjanya bagus bisa dipertimbangkan untuk diangkat sbg pegawai tetap;['kalau', 'diangkat', 'jadi', 'asn', 'bgm', 'kalau', 'ternyata', 'sbgn', 'dari', 'mereka', 'kinerjanya', 'jeblok', 'lebih', 'baik', 'dilakukan', 'dengan', 'sistem', 'kontrak', 'kerja', 'sja', 'dengan', 'evaluasi', 'setiap', 'tahun', 'serta', 'dengan', 'uji', 'coba', 'minimal', 'thn', 'artinya', 'kalau', 'selama', 'tenggang', 'waktu', 'tsb', 'tfk', 'ada', 'progress', 'kerjanya', 'sebaiknya', 'diputus', 'saja', 'namun', 'kalau', 'kinerjanya', 'bagus', 'bisa', 'dipertimbangkan', 'untuk', 'diangkat', 'sbg', 'pegawai', 'tetap'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Diskusi
Desa disuruh siapin tanah buat bangun bangunan koprasi desa, harus pokoknya harus ada;Desa disuruh siapin tanah buat bangun bangunan koprasi desa harus pokoknya harus ada;desa disuruh siapin tanah untuk bangun bangunan koperasi desa harus pokoknya harus ada;desa disuruh siapin tanah untuk bangun bangunan koperasi desa harus pokoknya harus ada;['desa', 'disuruh', 'siapin', 'tanah', 'untuk', 'bangun', 'bangunan', 'koperasi', 'desa', 'harus', 'pokoknya', 'harus', 'ada'];KDMP;Lainnya;Netral;Netral;Netral
Mgkn krn byk kepala desa yg korupsi dana desa..jd gak d libatkan...;Mgkn krn byk kepala desa yg korupsi dana desa jd gak d libatkan;mgkn karena byk kepala desa yang korupsi dana desa jadi tidak d libatkan;mgkn karena byk kepala desa yang korupsi dana desa jadi tidak libatkan;['mgkn', 'karena', 'byk', 'kepala', 'desa', 'yang', 'korupsi', 'dana', 'desa', 'jadi', 'tidak', 'libatkan'];Kades;Korupsi, Dana Desa;Diskusi;Diskusi;Diskusi
Ahhh .. udah jelas, ini bakal hadi 1 proyek bancakan partai2. Ngeri ini mah … ??;Ahhh udah jelas ini bakal hadi 1 proyek bancakan partai2 Ngeri ini mah;ahhh sudah jelas ini bakal hadi 1 proyek bancakan partai2 ngeri ini mah;ahhh sudah jelas ini bakal hadi proyek bancakan partai2 ngeri ini mah;['ahhh', 'sudah', 'jelas', 'ini', 'bakal', 'hadi', 'proyek', 'bancakan', 'partai2', 'ngeri', 'ini', 'mah'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
"*Lebih baik pulang tinggal nama daripada gagal dalam tugas..!!* Itu dulu. Dulu sekali. Sekarang..?? 
*Lebih baik hilang wibawa daripada gagal dalam merebut anggaran..!!* ??";Lebih baik pulang tinggal nama daripada gagal dalam tugas Itu dulu Dulu sekali Sekarang Lebih baik hilang wibawa daripada gagal dalam merebut anggaran;lebih baik pulang tinggal nama daripada gagal dalam tugas itu dulu dulu sekali sekarang lebih baik hilang wibawa daripada gagal dalam merebut anggaran;lebih baik pulang tinggal nama daripada gagal dalam tugas itu dulu dulu sekali sekarang lebih baik hilang wibawa daripada gagal dalam merebut anggaran;['lebih', 'baik', 'pulang', 'tinggal', 'nama', 'daripada', 'gagal', 'dalam', 'tugas', 'itu', 'dulu', 'dulu', 'sekali', 'sekarang', 'lebih', 'baik', 'hilang', 'wibawa', 'daripada', 'gagal', 'dalam', 'merebut', 'anggaran'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
KEPALA DESA ITU KORUPTOR SEMUA;KEPALA DESA ITU KORUPTOR SEMUA;kepala desa itu koruptor semua;kepala desa itu koruptor semua;['kepala', 'desa', 'itu', 'koruptor', 'semua'];Kades;Korupsi;Menolak;Menolak;Menolak
PREDIKSI.    YG.  LAKU.    KMP.  ADALAH ..PUPUK. JIKA.  KMP. DI. PEDESAAN.  ITU. AJA ADA YGN    BELI. DI. PENGECER.  DESA;PREDIKSI YG LAKU KMP ADALAH PUPUK JIKA KMP DI PEDESAAN ITU AJA ADA YGN BELI DI PENGECER DESA;prediksi yang laku koperasi desa merah putih adalah pupuk jika koperasi desa merah putih di pedesaan itu saja ada ygn beli di pengecer desa;prediksi yang laku koperasi desa merah putih adalah pupuk jika koperasi desa merah putih di pedesaan itu saja ada ygn beli di pengecer desa;['prediksi', 'yang', 'laku', 'koperasi', 'desa', 'merah', 'putih', 'adalah', 'pupuk', 'jika', 'koperasi', 'desa', 'merah', 'putih', 'di', 'pedesaan', 'itu', 'saja', 'ada', 'ygn', 'beli', 'di', 'pengecer', 'desa'];KDMP;Lainnya;Diskusi;Diskusi;Menolak
"Koprasi hangat"" Taek ayam pertama antusias pada waktunya zoonk.buang"" uang.";Koprasi hangat Taek ayam pertama antusias pada waktunya zoonk buang uang;koperasi hangat taek ayam pertama antusias pada waktunya zoonk buang uang;koperasi hangat taek ayam pertama antusias pada waktunya zoonk buang uang;['koperasi', 'hangat', 'taek', 'ayam', 'pertama', 'antusias', 'pada', 'waktunya', 'zoonk', 'buang', 'uang'];Tidak Terdeteksi;Lainnya;Out_of_Topic;Out_of_Topic;Menolak
Seharusnya ada kejadian telanjur impor ada juga telanjur dipenjara;Seharusnya ada kejadian telanjur impor ada juga telanjur dipenjara;seharusnya ada kejadian telanjur impor ada juga telanjur dipenjara;seharusnya ada kejadian telanjur impor ada juga telanjur dipenjara;['seharusnya', 'ada', 'kejadian', 'telanjur', 'impor', 'ada', 'juga', 'telanjur', 'dipenjara'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
Mau ditunggu masih 3 tahun lagi, dibiarin tambah parah, gulingkan aja yok,itung2 juga buat melemahkan kekuatan oligarki dan geng solo supaya mereka gagal di 2029;Mau ditunggu masih 3 tahun lagi dibiarin tambah parah gulingkan aja yok itung2 juga buat melemahkan kekuatan oligarki dan geng solo supaya mereka gagal di 2029;mau ditunggu masih 3 tahun lagi dibiarin tambah parah gulingkan saja yok itung2 juga untuk melemahkan kekuatan oligarki dan geng solo supaya mereka gagal di 2029;mau ditunggu masih tahun lagi dibiarin tambah parah gulingkan saja yok itung2 juga untuk melemahkan kekuatan oligarki dan geng solo supaya mereka gagal di 2029;['mau', 'ditunggu', 'masih', 'tahun', 'lagi', 'dibiarin', 'tambah', 'parah', 'gulingkan', 'saja', 'yok', 'itung2', 'juga', 'untuk', 'melemahkan', 'kekuatan', 'oligarki', 'dan', 'geng', 'solo', 'supaya', 'mereka', 'gagal', 'di', '2029'];Tidak Terdeteksi;Lainnya;Menolak;Menolak;Menolak
Selamat datang Orde Baru versi Lite...;Selamat datang Orde Baru versi Lite;selamat datang orde baru versi lite;selamat datang orde baru versi lite;['selamat', 'datang', 'orde', 'baru', 'versi', 'lite'];Tidak Terdeteksi;Militerisasi;Menolak;Menolak;Menolak
Semua program Prabowo nilai nya hasil nya kecil tp berat di ongkos;Semua program Prabowo nilai nya hasil nya kecil tp berat di ongkos;semua program prabowo nilai nya hasil nya kecil tapi berat di ongkos;semua program prabowo nilai nya hasil nya kecil tapi berat di ongkos;['semua', 'program', 'prabowo', 'nilai', 'nya', 'hasil', 'nya', 'kecil', 'tapi', 'berat', 'di', 'ongkos'];Prabowo;Kebijakan;Netral;Netral;Menolak
aneh indo bikin pikup kok malah beli tukan kayak nggak percaya indrutri bangsa;aneh indo bikin pikup kok malah beli tukan kayak nggak percaya indrutri bangsa;aneh indo membuat pikup malah beli tukan kayak tidak percaya indrutri bangsa;aneh indo membuat pikup malah beli tukan kayak tidak percaya indrutri bangsa;['aneh', 'indo', 'membuat', 'pikup', 'malah', 'beli', 'tukan', 'kayak', 'tidak', 'percaya', 'indrutri', 'bangsa'];Tidak Terdeteksi;Lainnya;Menolak;Menolak;Menolak
koperasi yang sukses itu berjalan di SDM tinggi mba, contoh tuh di Jerman, pendanaan petani itu dari koperasi. di kita? artinya koperasi itu bisa berjalan dari anggota yang proaktif, produktif dan kompeten bukan haya pemimpinnya.  saya gak pesimis;koperasi yang sukses itu berjalan di SDM tinggi mba contoh tuh di Jerman pendanaan petani itu dari koperasi di kita artinya koperasi itu bisa berjalan dari anggota yang proaktif produktif dan kompeten bukan haya pemimpinnya saya gak pesimis;koperasi yang sukses itu berjalan di sdm tinggi mba contoh tuh di jerman pendanaan petani itu dari koperasi di kita artinya koperasi itu bisa berjalan dari anggota yang proaktif produktif dan kompeten bukan haya pemimpinnya saya tidak pesimis;koperasi yang sukses itu berjalan di sdm tinggi contoh tuh di jerman pendanaan petani itu dari koperasi di kita artinya koperasi itu bisa berjalan dari anggota yang proaktif produktif dan kompeten bukan haya pemimpinnya saya tidak pesimis;['koperasi', 'yang', 'sukses', 'itu', 'berjalan', 'di', 'sdm', 'tinggi', 'contoh', 'tuh', 'di', 'jerman', 'pendanaan', 'petani', 'itu', 'dari', 'koperasi', 'di', 'kita', 'artinya', 'koperasi', 'itu', 'bisa', 'berjalan', 'dari', 'anggota', 'yang', 'proaktif', 'produktif', 'dan', 'kompeten', 'bukan', 'haya', 'pemimpinnya', 'saya', 'tidak', 'pesimis'];Tidak Terdeteksi;Pengelolaan;Mendukung;Mendukung;Mendukung
Percayalah, KOPDES akan bernasib sama dengan KUD BUUD di zaman pak Harto : ludes, punah tanpa bekas sebab abaikan profesionalisme. KOPDES akan keok dg UMKM, waroeng kecil, Indomaret dan Alfamart yg buka 24 jam nonstop. Pak Harto kurang apa coba ? Zaman itu belum ada HP;Percayalah KOPDES akan bernasib sama dengan KUD BUUD di zaman pak Harto ludes punah tanpa bekas sebab abaikan profesionalisme KOPDES akan keok dg UMKM waroeng kecil Indomaret dan Alfamart yg buka 24 jam nonstop Pak Harto kurang apa coba Zaman itu belum ada HP;percayalah koperasi desa akan bernasib sama dengan koperasi unit desa buud di zaman pak harto ludes punah tanpa bekas sebab abaikan profesionalisme koperasi desa akan keok dengan usaha mikro kecil menengah waroeng kecil indomaret dan alfamart yang buka 24 jam nonstop pak harto kurang apa coba zaman itu belum ada hp;percayalah koperasi desa akan bernasib sama dengan koperasi unit desa buud di zaman pak harto ludes punah tanpa bekas sebab abaikan profesionalisme koperasi desa akan keok dengan usaha mikro kecil menengah waroeng kecil indomaret dan alfamart yang buka 24 jam nonstop pak harto kurang apa coba zaman itu belum ada hp;['percayalah', 'koperasi', 'desa', 'akan', 'bernasib', 'sama', 'dengan', 'koperasi', 'unit', 'desa', 'buud', 'di', 'zaman', 'pak', 'harto', 'ludes', 'punah', 'tanpa', 'bekas', 'sebab', 'abaikan', 'profesionalisme', 'koperasi', 'desa', 'akan', 'keok', 'dengan', 'usaha', 'mikro', 'kecil', 'menengah', 'waroeng', 'kecil', 'indomaret', 'dan', 'alfamart', 'yang', 'buka', '24', 'jam', 'nonstop', 'pak', 'harto', 'kurang', 'apa', 'coba', 'zaman', 'itu', 'belum', 'ada', 'hp'];KDMP;KUD;Mendukung;Mendukung;Menolak
Ane setuju klau TNI dan POLRI yg benahi kop.merah putih.krna dana desa hanya dikorupsi RT.Rw.Lurah dan Antek2nya Bravo TNI dan POLRI??????????;Ane setuju klau TNI dan POLRI yg benahi kop merah putih krna dana desa hanya dikorupsi RT Rw Lurah dan Antek2nya Bravo TNI dan POLRI;saya setuju klau tni dan polri yang benahi kop merah putih karena dana desa hanya dikorupsi rt rw lurah dan antek2nya bravo tni dan polri;saya setuju klau tni dan polri yang benahi kop merah putih karena dana desa hanya dikorupsi rt rw lurah dan antek2nya bravo tni dan polri;['saya', 'setuju', 'klau', 'tni', 'dan', 'polri', 'yang', 'benahi', 'kop', 'merah', 'putih', 'karena', 'dana', 'desa', 'hanya', 'dikorupsi', 'rt', 'rw', 'lurah', 'dan', 'antek2nya', 'bravo', 'tni', 'dan', 'polri'];TNI;Korupsi, Militerisasi, Dana Desa;Diskusi;Diskusi;Mendukung
Bos judi online.....  Makin berkibar ??????;Bos judi online Makin berkibar;bos judi online makin berkibar;bos judi online makin berkibar;['bos', 'judi', 'online', 'makin', 'berkibar'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
"Sangat amburadul sekali neg3ri ini dibawah kepemimpinan  @prabowo inilah bukti bahwa generasi TNI sekarang tidak mampu menangani pekerjaan sipil 
Prabowo menjadi  presiden sekarang ini karena kemudahan² yg ia dapat bukan karena kepandaiannya";Sangat amburadul sekali neg3ri ini dibawah kepemimpinan prabowo inilah bukti bahwa generasi TNI sekarang tidak mampu menangani pekerjaan sipil Prabowo menjadi presiden sekarang ini karena kemudahan2 yg ia dapat bukan karena kepandaiannya;sangat amburadul sekali neg3ri ini dibawah kepemimpinan prabowo inilah bukti bahwa generasi tni sekarang tidak mampu menangani pekerjaan sipil prabowo menjadi presiden sekarang ini karena kemudahan2 yang ia dapat bukan karena kepandaiannya;sangat amburadul sekali neg3ri ini dibawah kepemimpinan prabowo inilah bukti bahwa generasi tni sekarang tidak mampu menangani pekerjaan sipil prabowo menjadi presiden sekarang ini karena kemudahan2 yang ia dapat bukan karena kepandaiannya;['sangat', 'amburadul', 'sekali', 'neg3ri', 'ini', 'dibawah', 'kepemimpinan', 'prabowo', 'inilah', 'bukti', 'bahwa', 'generasi', 'tni', 'sekarang', 'tidak', 'mampu', 'menangani', 'pekerjaan', 'sipil', 'prabowo', 'menjadi', 'presiden', 'sekarang', 'ini', 'karena', 'kemudahan2', 'yang', 'ia', 'dapat', 'bukan', 'karena', 'kepandaiannya'];TNI, Prabowo;Militerisasi;Diskusi;Diskusi;Menolak
Tempo kakean kritik;Tempo kakean kritik;tempo kakean kritik;tempo kakean kritik;['tempo', 'kakean', 'kritik'];Tempo;Media;Netral;Netral;Netral
Orde baru masih lebih jelas arahnya, walau ada arogansi.;Orde baru masih lebih jelas arahnya walau ada arogansi;orde baru masih lebih jelas arahnya walau ada arogansi;orde baru masih lebih jelas arahnya walau ada arogansi;['orde', 'baru', 'masih', 'lebih', 'jelas', 'arahnya', 'walau', 'ada', 'arogansi'];Tidak Terdeteksi;Militerisasi;Menolak;Menolak;Menolak
Menteri gagal dikasih jabatan lagi, data rakyat aja mudah dibobol gimana ngurusin koperasi ??;Menteri gagal dikasih jabatan lagi data rakyat aja mudah dibobol gimana ngurusin koperasi;menteri gagal dikasih jabatan lagi data rakyat saja mudah dibobol bagaimana ngurusin koperasi;menteri gagal dikasih jabatan lagi data rakyat saja mudah dibobol bagaimana ngurusin koperasi;['menteri', 'gagal', 'dikasih', 'jabatan', 'lagi', 'data', 'rakyat', 'saja', 'mudah', 'dibobol', 'bagaimana', 'ngurusin', 'koperasi'];Tidak Terdeteksi;Lainnya;Menolak;Menolak;Menolak
koperasi itu sangat rentan dikorupsi rame2 oleh aparat desa, memangnya ngasih kredit itu gampang? bank saja yang pegawai2nya sudah diseleksi dan dilatih sedemikian rupa masih beresiko kredit macet apalagi karyawan koperasi...ngeri nih resiko sistemik kalo sampe pake dana bank BUMN;koperasi itu sangat rentan dikorupsi rame2 oleh aparat desa memangnya ngasih kredit itu gampang bank saja yang pegawai2nya sudah diseleksi dan dilatih sedemikian rupa masih beresiko kredit macet apalagi karyawan koperasi ngeri nih resiko sistemik kalo sampe pake dana bank BUMN;koperasi itu sangat rentan dikorupsi rame2 oleh aparat desa memangnya memberi kredit itu gampang bank saja yang pegawai2nya sudah diseleksi dan dilatih sedemikian rupa masih beresiko kredit macet apalagi karyawan koperasi ngeri risiko sistemik kalau sampe pakai dana bank bumn;koperasi itu sangat rentan dikorupsi rame2 oleh aparat desa memangnya memberi kredit itu gampang bank saja yang pegawai2nya sudah diseleksi dan dilatih sedemikian rupa masih beresiko kredit macet apalagi karyawan koperasi ngeri risiko sistemik kalau sampe pakai dana bank bumn;['koperasi', 'itu', 'sangat', 'rentan', 'dikorupsi', 'rame2', 'oleh', 'aparat', 'desa', 'memangnya', 'memberi', 'kredit', 'itu', 'gampang', 'bank', 'saja', 'yang', 'pegawai2nya', 'sudah', 'diseleksi', 'dan', 'dilatih', 'sedemikian', 'rupa', 'masih', 'beresiko', 'kredit', 'macet', 'apalagi', 'karyawan', 'koperasi', 'ngeri', 'risiko', 'sistemik', 'kalau', 'sampe', 'pakai', 'dana', 'bank', 'bumn'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
Bagus;Bagus;bagus;bagus;['bagus'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Mendukung
"Bohong. Kandungan lokal dikit, harga jual tinggi. G bisa bersaing krn bnyak korup penyakit termul. Bandingkan dg penghematan agran. Dan jng mahal"" Koprasi g kn maju. Mentsl pengurus msih budaya maling menyeluruh.";Bohong Kandungan lokal dikit harga jual tinggi G bisa bersaing krn bnyak korup penyakit termul Bandingkan dg penghematan agran Dan jng mahal Koprasi g kn maju Mentsl pengurus msih budaya maling menyeluruh;bohong kandungan lokal dikit harga jual tinggi tidak bisa bersaing karena bnyak korup penyakit termul bandingkan dengan penghematan agran dan jng mahal koperasi tidak kn maju mentsl pengurus msih budaya maling menyeluruh;bohong kandungan lokal dikit harga jual tinggi tidak bisa bersaing karena bnyak korup penyakit termul bandingkan dengan penghematan agran dan jng mahal koperasi tidak kn maju mentsl pengurus msih budaya maling menyeluruh;['bohong', 'kandungan', 'lokal', 'dikit', 'harga', 'jual', 'tinggi', 'tidak', 'bisa', 'bersaing', 'karena', 'bnyak', 'korup', 'penyakit', 'termul', 'bandingkan', 'dengan', 'penghematan', 'agran', 'dan', 'jng', 'mahal', 'koperasi', 'tidak', 'kn', 'maju', 'mentsl', 'pengurus', 'msih', 'budaya', 'maling', 'menyeluruh'];Tidak Terdeteksi;Korupsi, Pengelolaan;Diskusi;Diskusi;Menolak
Pemerintah komando lebih efektif saat ini. Di kampungku alokasi dana diarahkan pada kegiatan2 yang sulit dimengerti dan mudah dikorupsi.;Pemerintah komando lebih efektif saat ini Di kampungku alokasi dana diarahkan pada kegiatan2 yang sulit dimengerti dan mudah dikorupsi;pemerintah komando lebih efektif saat ini di kampungku alokasi dana diarahkan pada kegiatan2 yang sulit dimengerti dan mudah dikorupsi;pemerintah komando lebih efektif saat ini di kampungku alokasi dana diarahkan pada kegiatan2 yang sulit dimengerti dan mudah dikorupsi;['pemerintah', 'komando', 'lebih', 'efektif', 'saat', 'ini', 'di', 'kampungku', 'alokasi', 'dana', 'diarahkan', 'pada', 'kegiatan2', 'yang', 'sulit', 'dimengerti', 'dan', 'mudah', 'dikorupsi'];Tidak Terdeteksi;Korupsi, Kebijakan;Menolak;Menolak;Menolak
Kebijakan nya makin hari bikin geleng2 kepala;Kebijakan nya makin hari bikin geleng2 kepala;kebijakan nya makin hari membuat geleng2 kepala;kebijakan nya makin hari membuat geleng2 kepala;['kebijakan', 'nya', 'makin', 'hari', 'membuat', 'geleng2', 'kepala'];Tidak Terdeteksi;Kebijakan;Netral;Netral;Menolak
Potensi kegagalan untuk pengembalian uang modal besar sekali karena barang yang laku tidak sebanding dengan bunga modal utama.;Potensi kegagalan untuk pengembalian uang modal besar sekali karena barang yang laku tidak sebanding dengan bunga modal utama;potensi kegagalan untuk pengembalian uang modal besar sekali karena barang yang laku tidak sebanding dengan bunga modal utama;potensi kegagalan untuk pengembalian uang modal besar sekali karena barang yang laku tidak sebanding dengan bunga modal utama;['potensi', 'kegagalan', 'untuk', 'pengembalian', 'uang', 'modal', 'besar', 'sekali', 'karena', 'barang', 'yang', 'laku', 'tidak', 'sebanding', 'dengan', 'bunga', 'modal', 'utama'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
dinegara manapun didunia, sebuah program itu tidak dibuat dadakn, harus memulai perencanaan yang matang, ada simulasi bahkan butuh waktu 3 hingga 5 tahun untuk dikaji, beda dengan kita motonya, YANG PENTING BIKIN AJA DULU,  TEKNIS PELAKSANAANNYA BAGAIMANA NANTI satu hal yang dipetik dari para pejabat kita, sudah bodoh, keras kepala, tidak kreatif, dan bekerja dengan telunjuk bukan pake otak dan hati.;dinegara manapun didunia sebuah program itu tidak dibuat dadakn harus memulai perencanaan yang matang ada simulasi bahkan butuh waktu 3 hingga 5 tahun untuk dikaji beda dengan kita motonya YANG PENTING BIKIN AJA DULU TEKNIS PELAKSANAANNYA BAGAIMANA NANTI satu hal yang dipetik dari para pejabat kita sudah bodoh keras kepala tidak kreatif dan bekerja dengan telunjuk bukan pake otak dan hati;dinegara manapun didunia sebuah program itu tidak dibuat dadakn harus memulai perencanaan yang matang ada simulasi bahkan butuh waktu 3 hingga 5 tahun untuk dikaji beda dengan kita motonya yang penting membuat saja dulu teknis pelaksanaannya bagaimana nanti satu hal yang dipetik dari para pejabat kita sudah bodoh keras kepala tidak kreatif dan bekerja dengan telunjuk bukan pakai otak dan hati;dinegara manapun didunia sebuah program itu tidak dibuat dadakn harus memulai perencanaan yang matang ada simulasi bahkan butuh waktu hingga tahun untuk dikaji beda dengan kita motonya yang penting membuat saja dulu teknis pelaksanaannya bagaimana nanti satu hal yang dipetik dari para pejabat kita sudah bodoh keras kepala tidak kreatif dan bekerja dengan telunjuk bukan pakai otak dan hati;['dinegara', 'manapun', 'didunia', 'sebuah', 'program', 'itu', 'tidak', 'dibuat', 'dadakn', 'harus', 'memulai', 'perencanaan', 'yang', 'matang', 'ada', 'simulasi', 'bahkan', 'butuh', 'waktu', 'hingga', 'tahun', 'untuk', 'dikaji', 'beda', 'dengan', 'kita', 'motonya', 'yang', 'penting', 'membuat', 'saja', 'dulu', 'teknis', 'pelaksanaannya', 'bagaimana', 'nanti', 'satu', 'hal', 'yang', 'dipetik', 'dari', 'para', 'pejabat', 'kita', 'sudah', 'bodoh', 'keras', 'kepala', 'tidak', 'kreatif', 'dan', 'bekerja', 'dengan', 'telunjuk', 'bukan', 'pakai', 'otak', 'dan', 'hati'];Tidak Terdeteksi;Kebijakan;Diskusi;Diskusi;Menolak
rezim prabowo semakin gilaaa borosin duit rakyat.......semoga cepat bubar para mafia koruptor;rezim prabowo semakin gilaaa borosin duit rakyat semoga cepat bubar para mafia koruptor;pemerintah prabowo semakin gilaaa borosin dana masyarakat semoga cepat bubar para mafia koruptor;pemerintah prabowo semakin gilaaa borosin dana masyarakat semoga cepat bubar para mafia koruptor;['pemerintah', 'prabowo', 'semakin', 'gilaaa', 'borosin', 'dana', 'masyarakat', 'semoga', 'cepat', 'bubar', 'para', 'mafia', 'koruptor'];Prabowo;Korupsi, Kebijakan;Menolak;Menolak;Menolak
BUKAN TENTARA MASUK KOPERASI,,,,, TENTARA HANYA MELAKSANAKAN PEMBANGUNAN,, SETELAH BERJALAN ITU DI SERAHKAN SEPENUHNYA KE DESA/KELURAHAN UNTUK MENGELOLA BUKAN TENTARA YG MENGELOLA,,,, JADI PAHAMI DULU KONTEKSNYA OM;BUKAN TENTARA MASUK KOPERASI TENTARA HANYA MELAKSANAKAN PEMBANGUNAN SETELAH BERJALAN ITU DI SERAHKAN SEPENUHNYA KE DESA KELURAHAN UNTUK MENGELOLA BUKAN TENTARA YG MENGELOLA JADI PAHAMI DULU KONTEKSNYA OM;bukan tni masuk koperasi tni hanya melaksanakan pembangunan setelah berjalan itu di serahkan sepenuhnya ke desa kelurahan untuk mengelola bukan tni yang mengelola jadi pahami dulu konteksnya om;bukan tni masuk koperasi tni hanya melaksanakan pembangunan setelah berjalan itu di serahkan sepenuhnya ke desa kelurahan untuk mengelola bukan tni yang mengelola jadi pahami dulu konteksnya;['bukan', 'tni', 'masuk', 'koperasi', 'tni', 'hanya', 'melaksanakan', 'pembangunan', 'setelah', 'berjalan', 'itu', 'di', 'serahkan', 'sepenuhnya', 'ke', 'desa', 'kelurahan', 'untuk', 'mengelola', 'bukan', 'tni', 'yang', 'mengelola', 'jadi', 'pahami', 'dulu', 'konteksnya'];TNI;Militerisasi;Diskusi;Diskusi;Mendukung
Semua ini akibat kesalahan wiwi berlanjut wowo;Semua ini akibat kesalahan wiwi berlanjut wowo;semua ini akibat kesalahan wiwi berlanjut prabowo;semua ini akibat kesalahan wiwi berlanjut prabowo;['semua', 'ini', 'akibat', 'kesalahan', 'wiwi', 'berlanjut', 'prabowo'];Prabowo;Lainnya;Menolak;Menolak;Menolak
